filename,slug,indexStatus,action_taken
animatori-petreceri-copii-marshall-tancabesti.md,animatori-petreceri-copii-marshall-tancabesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-marshall-tartasesti.md,animatori-petreceri-copii-marshall-tartasesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-marshall-tunari.md,animatori-petreceri-copii-marshall-tunari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-marshall-vidra.md,animatori-petreceri-copii-marshall-vidra,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-marshall-voluntari.md,animatori-petreceri-copii-marshall-voluntari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-masha-balotesti.md,animatori-petreceri-copii-masha-balotesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-masha-baneasa.md,animatori-petreceri-copii-masha-baneasa,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-masha-clinceni.md,animatori-petreceri-copii-masha-clinceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-masha-dragomiresti-vale.md,animatori-petreceri-copii-masha-dragomiresti-vale,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-masha-ganeasa.md,animatori-petreceri-copii-masha-ganeasa,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-masha-magurele.md,animatori-petreceri-copii-masha-magurele,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-masha-peris.md,animatori-petreceri-copii-masha-peris,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-masha-vidra.md,animatori-petreceri-copii-masha-vidra,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-1-decembrie.md,animatori-petreceri-copii-mickey-mouse-1-decembrie,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-adunatii-copaceni.md,animatori-petreceri-copii-mickey-mouse-adunatii-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-afumati.md,animatori-petreceri-copii-mickey-mouse-afumati,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-balotesti.md,animatori-petreceri-copii-mickey-mouse-balotesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-berceni.md,animatori-petreceri-copii-mickey-mouse-berceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-bragadiru.md,animatori-petreceri-copii-mickey-mouse-bragadiru,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-buftea.md,animatori-petreceri-copii-mickey-mouse-buftea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-cernica.md,animatori-petreceri-copii-mickey-mouse-cernica,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-chiajna.md,animatori-petreceri-copii-mickey-mouse-chiajna,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-chitila.md,animatori-petreceri-copii-mickey-mouse-chitila,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-ciocanesti.md,animatori-petreceri-copii-mickey-mouse-ciocanesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-ciolpani.md,animatori-petreceri-copii-mickey-mouse-ciolpani,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-ciorogarla.md,animatori-petreceri-copii-mickey-mouse-ciorogarla,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-clinceni.md,animatori-petreceri-copii-mickey-mouse-clinceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-copaceni.md,animatori-petreceri-copii-mickey-mouse-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-corbeanca.md,animatori-petreceri-copii-mickey-mouse-corbeanca,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-cornetu.md,animatori-petreceri-copii-mickey-mouse-cornetu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-crevedia.md,animatori-petreceri-copii-mickey-mouse-crevedia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-dascalu.md,animatori-petreceri-copii-mickey-mouse-dascalu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-dobroesti.md,animatori-petreceri-copii-mickey-mouse-dobroesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-domnesti.md,animatori-petreceri-copii-mickey-mouse-domnesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-dragomiresti-vale.md,animatori-petreceri-copii-mickey-mouse-dragomiresti-vale,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-ganeasa.md,animatori-petreceri-copii-mickey-mouse-ganeasa,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-glina.md,animatori-petreceri-copii-mickey-mouse-glina,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-gradistea.md,animatori-petreceri-copii-mickey-mouse-gradistea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-gruiu.md,animatori-petreceri-copii-mickey-mouse-gruiu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-jilava.md,animatori-petreceri-copii-mickey-mouse-jilava,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-joita.md,animatori-petreceri-copii-mickey-mouse-joita,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-magurele.md,animatori-petreceri-copii-mickey-mouse-magurele,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-mihailesti.md,animatori-petreceri-copii-mickey-mouse-mihailesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-moara-vlasiei.md,animatori-petreceri-copii-mickey-mouse-moara-vlasiei,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-mogosoaia.md,animatori-petreceri-copii-mickey-mouse-mogosoaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-nuci.md,animatori-petreceri-copii-mickey-mouse-nuci,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-otopeni.md,animatori-petreceri-copii-mickey-mouse-otopeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-pantelimon.md,animatori-petreceri-copii-mickey-mouse-pantelimon,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-peris.md,animatori-petreceri-copii-mickey-mouse-peris,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-petrachioaia.md,animatori-petreceri-copii-mickey-mouse-petrachioaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-popesti-leordeni.md,animatori-petreceri-copii-mickey-mouse-popesti-leordeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-sabareni.md,animatori-petreceri-copii-mickey-mouse-sabareni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-sector-1.md,animatori-petreceri-copii-mickey-mouse-sector-1,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-sector-2.md,animatori-petreceri-copii-mickey-mouse-sector-2,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-sector-3.md,animatori-petreceri-copii-mickey-mouse-sector-3,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-sector-4.md,animatori-petreceri-copii-mickey-mouse-sector-4,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-sector-5.md,animatori-petreceri-copii-mickey-mouse-sector-5,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-sector-6.md,animatori-petreceri-copii-mickey-mouse-sector-6,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-snagov.md,animatori-petreceri-copii-mickey-mouse-snagov,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-stefanestii-de-jos.md,animatori-petreceri-copii-mickey-mouse-stefanestii-de-jos,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-tancabesti.md,animatori-petreceri-copii-mickey-mouse-tancabesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-tartasesti.md,animatori-petreceri-copii-mickey-mouse-tartasesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-tunari.md,animatori-petreceri-copii-mickey-mouse-tunari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-vidra.md,animatori-petreceri-copii-mickey-mouse-vidra,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-mickey-mouse-voluntari.md,animatori-petreceri-copii-mickey-mouse-voluntari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-militari-bucuresti.md,animatori-petreceri-copii-militari-bucuresti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-militari-sector-6-bucuresti.md,animatori-petreceri-copii-militari-sector-6-bucuresti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-1-decembrie.md,animatori-petreceri-copii-minion-1-decembrie,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-adunatii-copaceni.md,animatori-petreceri-copii-minion-adunatii-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-afumati.md,animatori-petreceri-copii-minion-afumati,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-balotesti.md,animatori-petreceri-copii-minion-balotesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-berceni.md,animatori-petreceri-copii-minion-berceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-bragadiru.md,animatori-petreceri-copii-minion-bragadiru,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-buftea.md,animatori-petreceri-copii-minion-buftea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-cernica.md,animatori-petreceri-copii-minion-cernica,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-chiajna.md,animatori-petreceri-copii-minion-chiajna,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-chitila.md,animatori-petreceri-copii-minion-chitila,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-ciocanesti.md,animatori-petreceri-copii-minion-ciocanesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-ciolpani.md,animatori-petreceri-copii-minion-ciolpani,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-ciorogarla.md,animatori-petreceri-copii-minion-ciorogarla,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-clinceni.md,animatori-petreceri-copii-minion-clinceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-copaceni.md,animatori-petreceri-copii-minion-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-corbeanca.md,animatori-petreceri-copii-minion-corbeanca,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-crevedia.md,animatori-petreceri-copii-minion-crevedia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-dascalu.md,animatori-petreceri-copii-minion-dascalu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-dobroesti.md,animatori-petreceri-copii-minion-dobroesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-domnesti.md,animatori-petreceri-copii-minion-domnesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-dragomiresti-vale.md,animatori-petreceri-copii-minion-dragomiresti-vale,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-glina.md,animatori-petreceri-copii-minion-glina,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-gradistea.md,animatori-petreceri-copii-minion-gradistea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-gruiu.md,animatori-petreceri-copii-minion-gruiu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-jilava.md,animatori-petreceri-copii-minion-jilava,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-joita.md,animatori-petreceri-copii-minion-joita,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-magurele.md,animatori-petreceri-copii-minion-magurele,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-mihailesti.md,animatori-petreceri-copii-minion-mihailesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-moara-vlasiei.md,animatori-petreceri-copii-minion-moara-vlasiei,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-mogosoaia.md,animatori-petreceri-copii-minion-mogosoaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-nuci.md,animatori-petreceri-copii-minion-nuci,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-otopeni.md,animatori-petreceri-copii-minion-otopeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-pantelimon.md,animatori-petreceri-copii-minion-pantelimon,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-peris.md,animatori-petreceri-copii-minion-peris,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-petrachioaia.md,animatori-petreceri-copii-minion-petrachioaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-popesti-leordeni.md,animatori-petreceri-copii-minion-popesti-leordeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-sabareni.md,animatori-petreceri-copii-minion-sabareni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-sector-1.md,animatori-petreceri-copii-minion-sector-1,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-sector-2.md,animatori-petreceri-copii-minion-sector-2,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-sector-3.md,animatori-petreceri-copii-minion-sector-3,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-sector-4.md,animatori-petreceri-copii-minion-sector-4,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-sector-5.md,animatori-petreceri-copii-minion-sector-5,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-sector-6.md,animatori-petreceri-copii-minion-sector-6,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-snagov.md,animatori-petreceri-copii-minion-snagov,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-stefanestii-de-jos.md,animatori-petreceri-copii-minion-stefanestii-de-jos,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-tancabesti.md,animatori-petreceri-copii-minion-tancabesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-tartasesti.md,animatori-petreceri-copii-minion-tartasesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-tunari.md,animatori-petreceri-copii-minion-tunari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-vidra.md,animatori-petreceri-copii-minion-vidra,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minion-voluntari.md,animatori-petreceri-copii-minion-voluntari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-1-decembrie.md,animatori-petreceri-copii-minnie-mouse-1-decembrie,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-adunatii-copaceni.md,animatori-petreceri-copii-minnie-mouse-adunatii-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-afumati.md,animatori-petreceri-copii-minnie-mouse-afumati,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-balotesti.md,animatori-petreceri-copii-minnie-mouse-balotesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-berceni.md,animatori-petreceri-copii-minnie-mouse-berceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-bragadiru.md,animatori-petreceri-copii-minnie-mouse-bragadiru,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-branesti.md,animatori-petreceri-copii-minnie-mouse-branesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-buftea.md,animatori-petreceri-copii-minnie-mouse-buftea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-cernica.md,animatori-petreceri-copii-minnie-mouse-cernica,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-chiajna.md,animatori-petreceri-copii-minnie-mouse-chiajna,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-chitila.md,animatori-petreceri-copii-minnie-mouse-chitila,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-ciocanesti.md,animatori-petreceri-copii-minnie-mouse-ciocanesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-ciolpani.md,animatori-petreceri-copii-minnie-mouse-ciolpani,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-ciorogarla.md,animatori-petreceri-copii-minnie-mouse-ciorogarla,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-clinceni.md,animatori-petreceri-copii-minnie-mouse-clinceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-copaceni.md,animatori-petreceri-copii-minnie-mouse-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-corbeanca.md,animatori-petreceri-copii-minnie-mouse-corbeanca,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-cornetu.md,animatori-petreceri-copii-minnie-mouse-cornetu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-crevedia.md,animatori-petreceri-copii-minnie-mouse-crevedia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-dascalu.md,animatori-petreceri-copii-minnie-mouse-dascalu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-dobroesti.md,animatori-petreceri-copii-minnie-mouse-dobroesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-domnesti.md,animatori-petreceri-copii-minnie-mouse-domnesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-dragomiresti-vale.md,animatori-petreceri-copii-minnie-mouse-dragomiresti-vale,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-glina.md,animatori-petreceri-copii-minnie-mouse-glina,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-gradistea.md,animatori-petreceri-copii-minnie-mouse-gradistea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-gruiu.md,animatori-petreceri-copii-minnie-mouse-gruiu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-jilava.md,animatori-petreceri-copii-minnie-mouse-jilava,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-joita.md,animatori-petreceri-copii-minnie-mouse-joita,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-magurele.md,animatori-petreceri-copii-minnie-mouse-magurele,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-mihailesti.md,animatori-petreceri-copii-minnie-mouse-mihailesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-moara-vlasiei.md,animatori-petreceri-copii-minnie-mouse-moara-vlasiei,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-mogosoaia.md,animatori-petreceri-copii-minnie-mouse-mogosoaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-nuci.md,animatori-petreceri-copii-minnie-mouse-nuci,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-otopeni.md,animatori-petreceri-copii-minnie-mouse-otopeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-pantelimon.md,animatori-petreceri-copii-minnie-mouse-pantelimon,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-peris.md,animatori-petreceri-copii-minnie-mouse-peris,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-petrachioaia.md,animatori-petreceri-copii-minnie-mouse-petrachioaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-popesti-leordeni.md,animatori-petreceri-copii-minnie-mouse-popesti-leordeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-sabareni.md,animatori-petreceri-copii-minnie-mouse-sabareni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-sector-1.md,animatori-petreceri-copii-minnie-mouse-sector-1,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-sector-2.md,animatori-petreceri-copii-minnie-mouse-sector-2,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-sector-3.md,animatori-petreceri-copii-minnie-mouse-sector-3,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-sector-4.md,animatori-petreceri-copii-minnie-mouse-sector-4,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-sector-5.md,animatori-petreceri-copii-minnie-mouse-sector-5,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-sector-6.md,animatori-petreceri-copii-minnie-mouse-sector-6,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-snagov.md,animatori-petreceri-copii-minnie-mouse-snagov,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-stefanestii-de-jos.md,animatori-petreceri-copii-minnie-mouse-stefanestii-de-jos,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-tancabesti.md,animatori-petreceri-copii-minnie-mouse-tancabesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-tartasesti.md,animatori-petreceri-copii-minnie-mouse-tartasesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-tunari.md,animatori-petreceri-copii-minnie-mouse-tunari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-vidra.md,animatori-petreceri-copii-minnie-mouse-vidra,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-minnie-mouse-voluntari.md,animatori-petreceri-copii-minnie-mouse-voluntari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-miraculous-ladybug-1-decembrie.md,animatori-petreceri-copii-miraculous-ladybug-1-decembrie,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-miraculous-ladybug-adunatii-copaceni.md,animatori-petreceri-copii-miraculous-ladybug-adunatii-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-miraculous-ladybug-afumati.md,animatori-petreceri-copii-miraculous-ladybug-afumati,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-miraculous-ladybug-balotesti.md,animatori-petreceri-copii-miraculous-ladybug-balotesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-miraculous-ladybug-berceni.md,animatori-petreceri-copii-miraculous-ladybug-berceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-miraculous-ladybug-bragadiru.md,animatori-petreceri-copii-miraculous-ladybug-bragadiru,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-miraculous-ladybug-buftea.md,animatori-petreceri-copii-miraculous-ladybug-buftea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-miraculous-ladybug-cernica.md,animatori-petreceri-copii-miraculous-ladybug-cernica,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-miraculous-ladybug-chiajna.md,animatori-petreceri-copii-miraculous-ladybug-chiajna,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-miraculous-ladybug-chitila.md,animatori-petreceri-copii-miraculous-ladybug-chitila,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-miraculous-ladybug-ciocanesti.md,animatori-petreceri-copii-miraculous-ladybug-ciocanesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
